1.496860000000000079e+00,1.474320000000000075e+00,1.502740000000000187e+00,1.468439999999999968e+00,1.477260000000000240e+00,1.491959999999999953e+00,1.463540000000000063e+00,1.501760000000000206e+00,1.504700000000000149e+00,1.482160000000000144e+00
1.489860000000000184e+00,1.526820000000000066e+00,1.460520000000000040e+00,1.502680000000000016e+00,1.489220000000000210e+00,1.503060000000000063e+00,1.477340000000000098e+00,1.494520000000000071e+00,1.511000000000000121e+00,1.506620000000000292e+00
1.464680000000000204e+00,1.480300000000000171e+00,1.481760000000000188e+00,1.481200000000000294e+00,1.528140000000000276e+00,1.488320000000000087e+00,1.486960000000000282e+00,1.463900000000000201e+00,1.464400000000000146e+00,1.464880000000000182e+00
1.469360000000000221e+00,1.447319999999999940e+00,1.433820000000000094e+00,1.458780000000000188e+00,1.456619999999999804e+00,1.428660000000000041e+00,1.465600000000000236e+00,1.458559999999999857e+00,1.444439999999999946e+00,1.433420000000000138e+00
1.398959999999999981e+00,1.399980000000000002e+00,1.380079999999999973e+00,1.397019999999999929e+00,1.420979999999999910e+00,1.368140000000000134e+00,1.381300000000000194e+00,1.362539999999999862e+00,1.392140000000000155e+00,1.331879999999999953e+00
1.269340000000000135e+00,1.245159999999999823e+00,1.246900000000000119e+00,1.249000000000000110e+00,1.263099999999999890e+00,1.252680000000000016e+00,1.252079999999999860e+00,1.244640000000000191e+00,1.246319999999999872e+00,1.244040000000000035e+00
1.242520000000000069e+00,1.254040000000000044e+00,1.246700000000000141e+00,1.251940000000000053e+00,1.253800000000000248e+00,1.238340000000000218e+00,1.257479999999999931e+00,1.257099999999999884e+00,1.234420000000000073e+00,1.246019999999999905e+00
1.243179999999999730e+00,1.238460000000000116e+00,1.238859999999999850e+00,1.249079999999999968e+00,1.240400000000000169e+00,1.241219999999999768e+00,1.253100000000000103e+00,1.240280000000000049e+00,1.253680000000000128e+00,1.247160000000000046e+00
1.258680000000000021e+00,1.246040000000000036e+00,1.227340000000000098e+00,1.241759999999999975e+00,1.244520000000000071e+00,1.238620000000000054e+00,1.249680000000000124e+00,1.242900000000000116e+00,1.264220000000000343e+00,1.244240000000000013e+00
1.227539999999999853e+00,1.251900000000000013e+00,1.242099999999999982e+00,1.256160000000000165e+00,1.262480000000000047e+00,1.246779999999999999e+00,1.262640000000000207e+00,1.240920000000000023e+00,1.235159999999999814e+00,1.260900000000000132e+00
