1.537089051070863910e+00,1.554765510518951954e+00,1.559207844964577649e+00,1.539568293636571994e+00,1.553743874729397900e+00,1.566500670583213850e+00,1.543466529971677881e+00,1.564682591529413580e+00,1.568119464034954502e+00,1.551406013008028495e+00
1.444609422559879341e+00,1.503154050323544988e+00,1.520676868403437743e+00,1.548223484258213212e+00,1.568761030001905032e+00,1.553011407079512463e+00,1.556560119894635275e+00,1.545573609520825675e+00,1.587174549260257361e+00,1.560755720829668292e+00
1.408616570666664902e+00,1.430441993179051963e+00,1.479479381409409822e+00,1.536766768284404616e+00,1.535582878297217402e+00,1.542094564850024163e+00,1.536653239163773055e+00,1.520519748095291224e+00,1.588897055475365194e+00,1.572510360774647564e+00
1.323748783845851262e+00,1.345064380589620079e+00,1.461150568438118302e+00,1.491185115959548391e+00,1.563673098843359588e+00,1.555592253397556357e+00,1.512548947038679925e+00,1.540625346236982329e+00,1.605275134339991805e+00,1.578045475765077921e+00
1.226706087577315918e+00,1.322724884553217573e+00,1.476326596994973483e+00,1.548384945353848297e+00,1.545823984058332545e+00,1.565407490595458917e+00,1.553707011666132232e+00,1.609539157208527582e+00,1.585436793032673375e+00,1.549755832029586777e+00
1.198769969744408748e+00,1.295091528794595437e+00,1.448848727321959906e+00,1.531785852568620543e+00,1.602895716814497939e+00,1.526350362889824730e+00,1.546603049838229271e+00,1.585720363719405501e+00,1.664951959475648113e+00,1.607784613739995372e+00
1.156364864164184603e+00,1.275063597227815260e+00,1.476788333265697251e+00,1.530940698925561172e+00,1.580421571979506723e+00,1.665937269934153919e+00,1.607920260595647521e+00,1.704631706231191091e+00,1.563962624738820084e+00,1.659528965963836589e+00
1.099201959238197857e+00,1.261407986135320014e+00,1.474409288641672422e+00,1.640775352188610814e+00,1.737678721565493412e+00,1.675598322978651744e+00,1.670093236498773281e+00,1.575701302707331219e+00,1.783970153561607264e+00,1.789816522531997300e+00
1.074835383353249352e+00,1.291725599585646700e+00,1.590438312980052116e+00,1.679040734970410176e+00,1.655791840497312872e+00,1.817278262713831527e+00,1.945014950358624040e+00,1.807387063096403290e+00,1.916241683718917344e+00,1.773964632829649002e+00
1.036196206831668798e+00,1.215139230276641502e+00,1.731340146945378633e+00,2.050267757571108351e+00,1.859398822233004234e+00,1.988770565446504213e+00,1.809826909640478876e+00,1.702768935701953756e+00,2.098682220908232310e+00,1.851771390400192230e+00
