1.499000000000000110e+00,1.497000000000000108e+00,1.473999999999999977e+00,1.481999999999999984e+00,1.475000000000000089e+00,1.506999999999999895e+00,1.465000000000000080e+00,1.477000000000000091e+00,1.495000000000000107e+00,1.534000000000000030e+00
1.426599999999999868e+00,1.467523280786875217e+00,1.480573837228693179e+00,1.522296875499505875e+00,1.473014532541045751e+00,1.531211047483748144e+00,1.487017054094533108e+00,1.477528249243267977e+00,1.466051683689201690e+00,1.520775038119780431e+00
1.417600000000000193e+00,1.407435879589840733e+00,1.447557596048375306e+00,1.474010924664361566e+00,1.502041047536201823e+00,1.474070986539743666e+00,1.504211000242795304e+00,1.506491569850807455e+00,1.481047680143739775e+00,1.485114915824188975e+00
1.357699999999999907e+00,1.389159657113823387e+00,1.449530357792296442e+00,1.472670535407514469e+00,1.472055250487093181e+00,1.490750784986535349e+00,1.479364416790019288e+00,1.468705092606959806e+00,1.466980514846819794e+00,1.492990475717084653e+00
1.307200000000000140e+00,1.350285775693614632e+00,1.418881236167730542e+00,1.456410809125398886e+00,1.499269901753018885e+00,1.491279811960954493e+00,1.472718678124435021e+00,1.494658922013655911e+00,1.486730508675913942e+00,1.492423090210362790e+00
1.250000000000000000e+00,1.318531491610643647e+00,1.395622974234481894e+00,1.448835015912757429e+00,1.472553787593456009e+00,1.480376615898699066e+00,1.509381233807850275e+00,1.514282054987447612e+00,1.489582561413715256e+00,1.525273853130866719e+00
1.205999999999999961e+00,1.297091187761850062e+00,1.407268210519767804e+00,1.474593705516591413e+00,1.492445054601567955e+00,1.527825733221049198e+00,1.510047854350947016e+00,1.512335553405987243e+00,1.538149740646340025e+00,1.488025353946124563e+00
1.157200000000000228e+00,1.265303956154572917e+00,1.406250761306517383e+00,1.511959532649818749e+00,1.546179236662647671e+00,1.575817637919287639e+00,1.549988511986305717e+00,1.552557348866373088e+00,1.558490996268010909e+00,1.548219708348148593e+00
1.100999999999999757e+00,1.258460178052863476e+00,1.499146911251232117e+00,1.550259616733178580e+00,1.671245017770499164e+00,1.622832612923194251e+00,1.644105257934328268e+00,1.661419436851846010e+00,1.626416957134033003e+00,1.675291308454680328e+00
1.050799999999999734e+00,1.194950092101212835e+00,1.492319804002359085e+00,1.653354261169881712e+00,1.778502561296174900e+00,1.762345017013815740e+00,1.847052288433916001e+00,1.913218865603761198e+00,1.839664056220738253e+00,1.896417987633647551e+00
